560,0000	51,3412
560,2000	52,3423
560,4000	51,9925
560,6000	50,2674
560,8000	52,0447
561,0000	53,1277
561,2000	51,7907
561,4000	52,5918
561,6000	54,497
561,8000	58,7084
562,0000	59,5136
562,2000	58,2422
562,4000	60,5096
562,6000	64,0334
562,8000	67,1638
563,0000	68,0229
563,2000	68,2227
563,4000	66,1122
563,6000	64,2204
563,8000	69,2775
564,0000	68,6818
564,2000	72,43
564,4000	77,4598
564,6000	76,8997
564,8000	78,8885
565,0000	77,228
565,2000	79,1721
565,4000	82,694
565,6000	88,3203
565,8000	89,3806
566,0000	88,6307
566,2000	88,2347
566,4000	91,557
566,6000	93,1466
566,8000	95,1234
567,0000	94,3703
567,2000	96,7797
567,4000	101,094
567,6000	103,932
567,8000	102,616
568,0000	105,484
568,2000	108,561
568,4000	112,335
568,6000	113,139
568,8000	117,383
569,0000	121,123
569,2000	120,661
569,4000	121,237
569,6000	122,858
569,8000	126,698
570,0000	127,889
570,2000	125,946
570,4000	130,387
570,6000	135,588
570,8000	132,525
571,0000	139,488
571,2000	138,301
571,4000	137,735
571,6000	146,456
571,8000	149,492
572,0000	154,165
572,2000	159,485
572,4000	161,392
572,6000	160,202
572,8000	163,462
573,0000	168,811
573,2000	171,189
573,4000	179,025
573,6000	176,247
573,8000	180,065
574,0000	189,341
574,2000	192,118
574,4000	198,396
574,6000	194,115
574,8000	190,242
575,0000	203,504
575,2000	207,581
575,4000	207,689
575,6000	212,573
575,8000	216,614
576,0000	219,621
576,2000	220,86
576,4000	230,489
576,6000	232,669
576,8000	237,353
577,0000	239,365
577,2000	241,907
577,4000	248,058
577,6000	256,068
577,8000	258,523
578,0000	254,666
578,2000	264,925
578,4000	272,707
578,6000	283,077
578,8000	286,802
579,0000	288,882
579,2000	293,994
579,4000	299,198
579,6000	306,718
579,8000	308,07
580,0000	315,229
580,2000	324,592
580,4000	329,364
580,6000	331,654
580,8000	341,487
581,0000	349,45
581,2000	349,305
581,4000	361,735
581,6000	362,336
581,8000	372,503
582,0000	377,137
582,2000	386,975
582,4000	389,938
582,6000	391,011
582,8000	395,458
583,0000	402,386
583,2000	413,784
583,4000	421,455
583,6000	427,056
583,8000	442,792
584,0000	452,787
584,2000	445,679
584,4000	459,732
584,6000	462,355
584,8000	470,553
585,0000	474,669
585,2000	484,546
585,4000	489,958
585,6000	495,826
585,8000	506,369
586,0000	514,808
586,2000	515,467
586,4000	518,943
586,6000	526,392
586,8000	549,547
587,0000	552,783
587,2000	549,077
587,4000	571,95
587,6000	577,562
587,8000	585,811
588,0000	599,105
588,2000	608,94
588,4000	613,167
588,6000	617,345
588,8000	639,448
589,0000	652,241
589,2000	658,554
589,4000	669,289
589,6000	662,835
589,8000	671,89
590,0000	695,559
590,2000	702,658
590,4000	707,782
590,6000	709,948
590,8000	727,08
591,0000	739,121
591,2000	754,2
591,4000	758,629
591,6000	765,101
591,8000	774,194
592,0000	790,418
592,2000	804,832
592,4000	815,71
592,6000	826,858
592,8000	831,339
593,0000	832,81
593,2000	863,088
593,4000	880,317
593,6000	885,112
593,8000	883,658
594,0000	895,514
594,2000	906,68
594,4000	922,377
594,6000	931,81
594,8000	955,982
595,0000	963,361
595,2000	976,409
595,4000	986,387
595,6000	990,294
595,8000	1010,58
596,0000	1021,94
596,2000	1032,11
596,4000	1047,87
596,6000	1055,73
596,8000	1071,46
597,0000	1099,71
597,2000	1095,03
597,4000	1106,38
597,6000	1131,7
597,8000	1142,13
598,0000	1146,7
598,2000	1168,61
598,4000	1162,11
598,6000	1173,49
598,8000	1205,5
599,0000	1227,36
599,2000	1230,83
599,4000	1246,54
599,6000	1252,12
599,8000	1268,8
600,0000	1295,13
600,2000	1310,64
600,4000	1320,43
600,6000	1328,37
600,8000	1337,78
601,0000	1368,29
601,2000	1378
601,4000	1403,07
601,6000	1414,34
601,8000	1420,3
602,0000	1442,55
602,2000	1466,74
602,4000	1486,29
602,6000	1482,33
602,8000	1491,68
603,0000	1518,17
603,2000	1535,65
603,4000	1542,6
603,6000	1557,63
603,8000	1568,44
604,0000	1580,32
604,2000	1603,38
604,4000	1620,58
604,6000	1626,05
604,8000	1660,7
605,0000	1671,91
605,2000	1684,49
605,4000	1705,47
605,6000	1733,64
605,8000	1741,24
606,0000	1754,71
606,2000	1762,8
606,4000	1783,51
606,6000	1797,33
606,8000	1807,59
607,0000	1849,4
607,2000	1867,32
607,4000	1866,56
607,6000	1895,49
607,8000	1915,68
608,0000	1915,69
608,2000	1920,26
608,4000	1926,4
608,6000	1957,16
608,8000	1994,28
609,0000	2001,63
609,2000	2006,16
609,4000	2024,27
609,6000	2058,92
609,8000	2068,82
610,0000	2069,2
610,2000	2099,13
610,4000	2132,64
610,6000	2141,44
610,8000	2138,38
611,0000	2171,35
611,2000	2178,73
611,4000	2208,69
611,6000	2223,72
611,8000	2253,03
612,0000	2269,89
612,2000	2267,57
612,4000	2283,01
612,6000	2326,8
612,8000	2330,64
613,0000	2346,66
613,2000	2361,23
613,4000	2353,15
613,6000	2348,25
613,8000	2383,46
614,0000	2419,34
614,2000	2426,32
614,4000	2431,75
614,6000	2446,61
614,8000	2489,74
615,0000	2501,73
615,2000	2509,94
615,4000	2519,29
615,6000	2519,15
615,8000	2540,99
616,0000	2542,86
616,2000	2596,63
616,4000	2597,26
616,6000	2619,21
616,8000	2661,76
617,0000	2661,13
617,2000	2658,69
617,4000	2678,8
617,6000	2717,82
617,8000	2726,8
618,0000	2725,24
618,2000	2746,32
618,4000	2760,19
618,6000	2756,28
618,8000	2779,72
619,0000	2795,96
619,2000	2804,82
619,4000	2830,75
619,6000	2835,59
619,8000	2842,71
620,0000	2868,61
620,2000	2908,15
620,4000	2909,11
620,6000	2908,09
620,8000	2918,58
621,0000	2925,39
621,2000	2939,22
621,4000	2980,54
621,6000	2970,63
621,8000	2942,79
622,0000	2988,99
622,2000	3015,42
622,4000	3030,94
622,6000	3032,7
622,8000	3050,88
623,0000	3057,79
623,2000	3085,22
623,4000	3094,33
623,6000	3090,32
623,8000	3113,82
624,0000	3123,64
624,2000	3111,16
624,4000	3124,11
624,6000	3149,44
624,8000	3128,63
625,0000	3171,76
625,2000	3186,74
625,4000	3167,37
625,6000	3167,96
625,8000	3200,63
626,0000	3213,8
626,2000	3218,44
626,4000	3244,93
626,6000	3270,89
626,8000	3278,08
627,0000	3254,14
627,2000	3288,71
627,4000	3289,63
627,6000	3309,62
627,8000	3300,55
628,0000	3308,63
628,2000	3317,02
628,4000	3325,46
628,6000	3338,79
628,8000	3368,71
629,0000	3354,03
629,2000	3343,72
629,4000	3365,78
629,6000	3381,76
629,8000	3396,29
630,0000	3385,04
630,2000	3360,31
630,4000	3378,15
630,6000	3391,06
630,8000	3426,68
631,0000	3423,92
631,2000	3442,12
631,4000	3434,15
631,6000	3458,24
631,8000	3449,76
632,0000	3458,86
632,2000	3480,6
632,4000	3480,33
632,6000	3486,13
632,8000	3478
633,0000	3487,29
633,2000	3512,57
633,4000	3517,2
633,6000	3511,28
633,8000	3508,56
634,0000	3514,73
634,2000	3529,23
634,4000	3534,2
634,6000	3537,41
634,8000	3537,67
635,0000	3519,71
635,2000	3529,92
635,4000	3522,38
635,6000	3546,53
635,8000	3568,13
636,0000	3531,49
636,2000	3525
636,4000	3543,18
636,6000	3549,68
636,8000	3526,81
637,0000	3553,35
637,2000	3569,43
637,4000	3559,2
637,6000	3547,9
637,8000	3554,94
638,0000	3580,56
638,2000	3572,9
638,4000	3580,01
638,6000	3570,03
638,8000	3537,2
639,0000	3532,5
639,2000	3550,92
639,4000	3570,45
639,6000	3555,56
639,8000	3578,74
640,0000	3583,07
640,2000	3553,12
640,4000	3554,44
640,6000	3560,46
640,8000	3574,73
641,0000	3534,33
641,2000	3543,97
641,4000	3558,62
641,6000	3575,15
641,8000	3546,6
642,0000	3518,67
642,2000	3532,57
642,4000	3522,19
642,6000	3524,8
642,8000	3503,29
643,0000	3484,26
643,2000	3492,22
643,4000	3521,71
643,6000	3511,54
643,8000	3528,31
644,0000	3508,75
644,2000	3494,13
644,4000	3477,73
644,6000	3457,48
644,8000	3444,27
645,0000	3456,34
645,2000	3462,66
645,4000	3474,27
645,6000	3458,6
645,8000	3432,97
646,0000	3439,76
646,2000	3428,87
646,4000	3426,97
646,6000	3450,5
646,8000	3411,63
647,0000	3397,46
647,2000	3390,12
647,4000	3412,03
647,6000	3412,03
647,8000	3408,78
648,0000	3367,43
648,2000	3346,36
648,4000	3355,79
648,6000	3344,94
648,8000	3344,82
649,0000	3313,27
649,2000	3308,69
649,4000	3325,22
649,6000	3335,55
649,8000	3315,56
650,0000	3285,84
650,2000	3271,63
650,4000	3247,93
650,6000	3230,07
650,8000	3232,85
651,0000	3228,11
651,2000	3231,85
651,4000	3216,03
651,6000	3206,26
651,8000	3179,94
652,0000	3168,3
652,2000	3150,96
652,4000	3164,47
652,6000	3166,4
652,8000	3137,09
653,0000	3118,67
653,2000	3132,34
653,4000	3107,89
653,6000	3097,28
653,8000	3076,51
654,0000	3039,94
654,2000	3053,51
654,4000	3041,88
654,6000	3036,12
654,8000	3007,83
655,0000	2991,31
655,2000	2970,67
655,4000	2978,85
655,6000	2976,74
655,8000	2961,3
656,0000	2958,85
656,2000	2955,47
656,4000	2928,31
656,6000	2908,03
656,8000	2898,91
657,0000	2879,79
657,2000	2860,27
657,4000	2866,11
657,6000	2846,28
657,8000	2834,01
658,0000	2842,58
658,2000	2812,5
658,4000	2802,33
658,6000	2784,83
658,8000	2755,75
659,0000	2741,23
659,2000	2713,32
659,4000	2700,46
659,6000	2714,15
659,8000	2705,11
660,0000	2693,57
660,2000	2693,33
660,4000	2670,46
660,6000	2646,07
660,8000	2628,8
661,0000	2614,23
661,2000	2599,32
661,4000	2570,25
661,6000	2558,94
661,8000	2544,26
662,0000	2551,96
662,2000	2548,68
662,4000	2515,82
662,6000	2483,69
662,8000	2493,48
663,0000	2484,94
663,2000	2477,19
663,4000	2450,64
663,6000	2445,46
663,8000	2446,94
664,0000	2419,47
664,2000	2408,8
664,4000	2387,76
664,6000	2355,48
664,8000	2347,55
665,0000	2347,39
665,2000	2326,45
665,4000	2334,01
665,6000	2320,7
665,8000	2298,98
666,0000	2284,39
666,2000	2244,33
666,4000	2246,68
666,6000	2246,6
666,8000	2238,08
667,0000	2208
667,2000	2184,87
667,4000	2167,28
667,6000	2165,2
667,8000	2150,54
668,0000	2150,75
668,2000	2123,37
668,4000	2104,62
668,6000	2091,31
668,8000	2076,22
669,0000	2085,4
669,2000	2062
669,4000	2049,16
669,6000	2036,24
669,8000	2020,44
670,0000	2001,47
670,2000	2013,84
670,4000	1994,14
670,6000	1981,51
670,8000	1968,49
671,0000	1948,39
671,2000	1937,08
671,4000	1925,09
671,6000	1914,23
671,8000	1905,08
672,0000	1881,59
672,2000	1885,1
672,4000	1871,54
672,6000	1841,56
672,8000	1820,53
673,0000	1799,07
673,2000	1809,29
673,4000	1816,82
673,6000	1791,91
673,8000	1788,57
674,0000	1767,06
674,2000	1749,57
674,4000	1749,94
674,6000	1762,02
674,8000	1727,4
675,0000	1694,22
675,2000	1685,74
675,4000	1677,93
675,6000	1666,25
675,8000	1652,07
676,0000	1641,71
676,2000	1629,95
676,4000	1622,39
676,6000	1601,81
676,8000	1589,86
677,0000	1598,65
677,2000	1592,56
677,4000	1581,61
677,6000	1556,72
677,8000	1536,34
678,0000	1522,46
678,2000	1515,74
678,4000	1510,13
678,6000	1496,61
678,8000	1499,88
679,0000	1488,23
679,2000	1472,24
679,4000	1454,04
679,6000	1439,8
679,8000	1430,02
680,0000	1418,47
680,2000	1412,49
680,4000	1398,41
680,6000	1398,05
680,8000	1396,07
681,0000	1377,15
681,2000	1354,02
681,4000	1344,68
681,6000	1347,78
681,8000	1342,77
682,0000	1340,05
682,2000	1318,63
682,4000	1300,77
682,6000	1282,52
682,8000	1262,51
683,0000	1251,36
683,2000	1252,99
683,4000	1239,36
683,6000	1224,24
683,8000	1221,69
684,0000	1227,17
684,2000	1221,79
684,4000	1201,76
684,6000	1171,97
684,8000	1170,68
685,0000	1181,18
685,2000	1168,12
685,4000	1154,97
685,6000	1144,31
685,8000	1140,22
686,0000	1126,68
686,2000	1117,34
686,4000	1123,07
686,6000	1105,51
686,8000	1083,9
687,0000	1071,91
687,2000	1064,56
687,4000	1060,54
687,6000	1063,31
687,8000	1051,19
688,0000	1031,02
688,2000	1036,27
688,4000	1036,91
688,6000	1015,47
688,8000	1017,95
689,0000	1005,32
689,2000	983,922
689,4000	991,89
689,6000	980,99
689,8000	971,104
690,0000	961,359
690,2000	950,072
690,4000	935,664
690,6000	939,657
690,8000	937,298
691,0000	930,638
691,2000	926,095
691,4000	918,642
691,6000	909,312
691,8000	887,212
692,0000	874,53
692,2000	873,591
692,4000	875,15
692,6000	875,569
692,8000	860,231
693,0000	863,271
693,2000	841,472
693,4000	830,767
693,6000	830,893
693,8000	829,626
694,0000	820,482
694,2000	807,308
694,4000	790,404
694,6000	797,751
694,8000	794,586
695,0000	785,761
695,2000	784,243
695,4000	774,319
695,6000	760,431
